id;name;text;time;likes;reply;CleanedText
UCHrrpadu_6BTYCLtLwa25jw;@tiaanbasson9092;"Every field I&#39;m trained in has already been replaced by A.I. And I&#39;m okay with that. I run the A.I locally and fine tune it for my workloads, let it do the job, while I take a stroll on the beach and smoke a blunt. It cut my screen time in front of a computer from 13 hours to 5.";2024-04-29T07:26:17Z;0;;Every field I'm trained in has already been replaced by A.I. And I'm okay with that. I run the A.I. locally and fine tune it for my workloads, let it do the job, while I take a stroll on the beach and smoke a blunt. It cut my screen time in front of a computer from 13 hours to 5.
UC_UBdXa046n27WyYoFWsUcw;@gretchennicoleneal8731;"They already have machines to perform CPR and robotic surgery, etc.  It&#39;s only a matter of time before they figure out the remainder.";2024-04-29T07:15:51Z;0;;They already have machines to perform CPR and robotic surgery, etc. It .only a matter of time before they figure out the remainder.
UCbxwrL2lO-9WX_gSkUGgHYw;@Tig-Tube;Any job is replaceable;2024-04-29T06:11:55Z;0;;Any job is replaceable
UCBltwv2of0XvU2icQ3qL4FQ;@Knightcraft42;Until the same people working to develop AI get fired or laidoff when they arent needed anymore lmao lol;2024-04-28T21:53:37Z;0;;Until the people working to develop AI get fired or laid off when they are not needed anymore laugh my ass off laugh out loud
UCJw5hJO_onR8pVZOIhBYZAw;@dugproductions2556;"Personally, I would love to tell you The Truth from The Holy Bible about what is going on. However, I politely encourage you to read it for yourselves. By The Way, check out Truthunedited and Stephan Darby&#39;s sermons to get a deeper understanding for The Life. May YAH bless you, your families, and HALLELUYAH!";2024-04-27T13:30:48Z;0;;Personally, I would love to tell you The Truth from The Holy Bible about what is going on. However, I politely encourage you to read it for yourselves. By The Way, check out Truth unedited and Stephan Darby.sermons to get a deeper understanding for The Life. May YEAH bless you, your families, and HALLELUJAH!
UCIaL4DVAOWnY89Q_RDo5nHA;@princemilumbe7273;Agricultire is safe.<br>These ai cant farm;2024-04-27T05:50:41Z;0;;Agriculture is safe. This artificial intelligence can not farm
UC7gixyS0f-sO9kmgsSytwPA;@atekle1382;licenced professionals will not be replaced by AI.;2024-04-26T21:12:00Z;0;;Licenced professionals will not be replaced by AI.
UCDo9YpezV_LyEWqgQAMBk2Q;@adamspice9076;you can have my job go work and pay my bills AI;2024-04-26T10:56:01Z;0;;You can have my job go work and pay my bills AI
UCLH4dnzqZ8btojc2ejyFTGA;@truth-12345.;"So, we&#39;re f@#$&amp;d?";2024-04-26T05:25:13Z;0;;So, we re f d?
UC7ivaeDGrAtjhi2a8lgNNNg;@user-tv1iw3ji3e;"If robots don&#39;t spend money,,then ummm,,fill in the blank....";2024-04-26T00:51:10Z;0;;If robots don't spend money,then MMM,fill in the blank....
UCy5tqqCLaRcFiXpkTWDDryQ;@ebinrock;So, the jobs that will survive are the ones only the top 000.1% will be smart enough to do.  The rest of us starve.  Got it.;2024-04-25T22:43:39Z;0;;So, the jobs that will survive are the ones only the top 000.1 will be smart enough to do. The rest of us starve. Got it.
UCGYKdIYkfAnJ6__IigkJgLg;@joad8537;i can see ai taking every other jobs except the trades: framing, welding, fishing, plumbing, construction work are here to stay until they build both robots and ai together to perfection.;2024-04-25T21:09:50Z;0;;I can see artificial intelligence taking every other jobs except the trades framing, welding, fishing, plumbing, construction work are here to stay until they build both robots and artificial intelligence together to perfection.
UCnabpQtTmkrfzKekLwoOMjA;@IronMan-px9md;Yes pay them big salaries now but when they create AI that can do their jobs... they are creating their own replacements.;2024-04-25T11:16:27Z;0;;Yes pay them big salaries now but when they create AI that can do their jobs... they are creating their own replacements.
UCLQLQE8tjHRPcEYcybphgTQ;@AhmadRaza-ew8nw;What about petroleum engineers;2024-04-25T04:05:48Z;0;;What about petroleum engineers
UCvzaVoS9f3LJLzUE_p8xJ_g;@jdrum4371;Lets see AI change a flat tire. Or a light bulb for that matter a billion dollars in tech cant do what a 10 dollar per hour human can. This is a joke;2024-04-24T18:26:04Z;0;;Let us see AI change a flat tire. Or a light bulb for that matter a billion dollars in tech can not do what a 10 dollar per hour human can. This is a joke
UCIDTRDmtFBsFz6HKaZxZyCw;@Soberfuzz;Engineer, doctor, lawyer. What else is new?;2024-04-24T17:22:30Z;0;;Engineer, doctor, lawyer. What else is new?
UCLpGIMMiO3h2K6BSSxP2p3A;@Molybed1;AI is a scam. AI means All Indians.;2024-04-23T21:07:28Z;0;;AI is a scam. AI means All Indians.
UCSObsVvailoFU6qK9U3BauA;@MarisBuzzy;"Electricians, HVAC and plumbing can&#39;t be taken";2024-04-23T20:49:32Z;0;;Electricians, HVAC and plumbing can't be taken
UCBCDycUG1KyDMjjIZRzK8Gw;@andreaslee6279;The elite play us like a toy..;2024-04-23T05:08:10Z;0;;The elite play us like a toy.
UCOI15sM5C36bk-6iEkkZ87Q;@manvendrapratapsingh1920;Adding to the hype bubble, huh?;2024-04-23T03:21:49Z;0;;Adding to the hype bubble, huh?
UCdJ9FqyKMyR-p4biRaALJxw;@hassaan4796;AI is nothing, what it is, is all about Deep Learning, algorithms and Data Science as a broad Field!!;2024-04-22T18:42:37Z;0;;AI is nothing, what it is, is all about Deep Learning, algorithms and Data Science as a broad Field!!
UCQQlqnIkdWjTTXsMqABjqxw;@himanimishra8696;Nurse job also;2024-04-22T08:12:48Z;0;;Nurse job also
UCCuMfEVHIE0Yf2G9Yq9pEaQ;@riddhiagarwal4395;The shittiest invention..which can lead to end of human race;2024-04-21T06:37:20Z;0;;The shittiest invention.which can lead to end of human race
UCfkMzoCpfwCMb6jkpWKJ7rA;@ginolorenzo9851;3 ?  much more than that;2024-04-21T04:06:38Z;0;;3 ? Much more than that
UC6TzHhibQJKiUnQJUzDsEmw;@bharaths1772;"Palki... Please don&#39;t devalue your image by bringing up that man&#39;s name";2024-04-21T01:17:32Z;0;;Park... Please don't devalue your image by bringing up that man .name
UCVNIu7aRkSIuKFSZakLpUcw;@almiraw.4905;Yes, those 3 jobs are CEO, politician, and trust fund baby.;2024-04-20T21:25:42Z;0;;Yes, those 3 jobs are CEO, politician, and trust fund baby.
UCQoQzVOFETBgq1xIs2dAs0g;@BLUESFRM17;Thanks;2024-04-20T18:01:54Z;0;;Thanks
UC-nsDqM-gVFkZ7kXSR4HKvw;@allhaillelouchvibritannia7494;AI exist even before 2022 but the problem is the hype that we get from this shit and people getting anxious about it;2024-04-20T13:04:17Z;0;;AI exist even before 2022, but the problem is the hype that we get from this shit and people getting anxious about it
UCBBo5o_7h-Tx2Qvb2PS75WA;@yueliew95;Once AI replaces most jobs, the privilege of having a family is gone. Where and how to earn money to have a family?;2024-04-20T12:13:29Z;0;;Once AI replaces most jobs, the privilege of having a family is gone. Where and how to earn money to have a family?
UCbT_g7EL445EPTkUVo2g6MQ;@ThomasMullaly-do9lz;"Coding won&#39;t survive..";2024-04-19T22:03:01Z;0;;Coding won't survive.
UCzh3DH6z3XGnrEprL2SGNng;@zisun7483;AI is created long time ago in Ancient India <br>By the deity Durpala DurNa Durga Hanuman Rama Sinta;2024-04-19T10:37:20Z;0;;AI is created long time ago in Ancient India By the deity Drupal Gurney Drug Hangman Rama Santa
UCH00v65-EKtwkynxXvcn6Kg;@pettythiefstube4609;Best way to evade AI. Stay jobless;2024-04-18T23:43:35Z;0;;Best way to evade AI. Stay jobless
UC2Jpj7n59j1dwQtRp81MuKQ;@CoolDown-ml4wp;"why is the private big firms of india are paying pension upto 1 lac monthly in other countries for every worker and not in their own country even 10k rupee monthly?  modi government is changing all government firms into private, what is the benefit for people, what is the point of becoming an engineer in india? engineers in other &quot;politically divided countries &quot; are getting pension  working in private firm but not in india, why is that??? Kingdoms are tax free country. and they pay a good salary package. Because you have a KING, indian kings and their families are now working in burger KING meaning  there is NO casteism in india. why do you need soooo many parties in india, why cant there be just ONE LEFT and ONE RIGHT in every state/province?<br>parties of india in every state- SMK RMK LMK FUK GHT, RHY, SMH, LKH, DDD, UGH, LGH, DRF, HTT, DTG, BHY, and more , then comes BJP and congress, how will people know which party is supporting BJP and which one is with congress?<br>IN USA, you work for private or government, you get the same pension and benefits. but in india BIG private firms DONT pay pension. dont you think its a LOSS for people??? How on Earth your country will be developed?";2024-04-18T23:40:33Z;0;;Why is the private big firms of India are paying pension up to 1 lac monthly in other countries for every worker and not in their own country even 10k rupee monthly? Modi government is changing all government firms into private, what is the benefit for people, what is the point of becoming an engineer in India? Engineers in other politically divided countries are getting pension working in private firm but not in India, why is that??? Kingdoms are tax-free country. And they pay a good salary package. Because you have a KING, Indian kings and their families are now working in Burger King meaning there is NO casteism in India. Why do you need soon many parties in India, why can not there be just ONE LEFT and ONE RIGHT in every state province? Parties of India in every state SMK MK LMK UK GHT, WHY, SMH, LAKH, DDD, UGH, GH, DR, HIT, DTG, BHY, and more, then comes BJP and congress, how will people know which party is supporting BJP and which one is with congress? IN THE USA, you work for private or government, you get the pension and benefit is. but in India BIG private firms DON'T pay pension. Do not you think it is a LOSS for people??? How on Earth your country will be developed?
UCaRTYTFuCnfukqgjcJ-kjxA;@coloursoftherainbow8399;"Why would Bill Gates be some kind of authority on this? He created Microsoft well over 40 years ago and mainly manages a foundation nowadays. He doesn&#39;t know any more than most people and truth be told many people who were actually experts in the past have been very wrong on predictions regarding computer technology. We might have some indications but we don&#39;t know exactly how much and how fast AI will impact the world and jobs in the long term.";2024-04-18T22:40:58Z;0;;Why would Bill Gates be some kind of authority on this? He created Microsoft well over 40 years ago and mainly manages a foundation nowadays. He doesn't know any more than most people and truth be told many people who were actually experts in the past have been very wrong on predictions regarding computer technology. We might have some indications, but we don't know exactly how much and how fast AI will impact the world and jobs in the long term.
UCZHdhGrr4J-nrhI7WrG7ygw;@gusmotorsports;Plumber, electrician, Carpenter etc...;2024-04-18T09:30:38Z;0;;Plumber, electrician, Carpenter etc...
UCiUkjD3lL8pRcIFBhohJ5sw;@digitalvivekpal;Why anyone do a job at first place  there was no concept  of job 150 years ago now job market is shaking thesedays  people  are goning through  depression  and anxiety to livelihood. They understood  that how corporate and rich people  are using  them as puppet. But you   people  continuesly  getting bombarded people with  ai ai ai. Nature has given  enough food to eat people that that  they cam survive  and live. But for ambition  and greed  we struggle  and get all anxiety d;2024-04-18T05:31:39Z;0;;Why anyone do a job at first place there was no concept of job 150 years ago now job market is shaking these days people are going through depression and anxiety to livelihood. They understood that how corporate and rich people are using them as puppet. But you people continuously getting bombarded people with artificial intelligence artificial intelligence. Nature has given enough food to eat people that they can survive and live. But for ambition and greed we struggle and get all anxiety d
UCqyyYVw2JiVoN1nt1kyLnfQ;@gklmnop205;Ai replacing jobs following ai replacing market and humans ....sounds scary;2024-04-18T04:19:06Z;0;;Ai replacing jobs following artificial intelligence replacing market and humans ....sounds scary
UCEkLMYV88QK4_nz1z6Q66TQ;@drop883;Government jobs will be safe?;2024-04-18T01:02:10Z;0;;Government jobs will be safe?
UCfvQs7IIjQM4CCdXh-5SwFg;@lokeshbangalore7319;Just wondering, robot needs a keyboard to type?  And a monitor to see?;2024-04-17T17:47:34Z;0;;Just wondering, robot needs a keyboard to type? And a monitor to see?
UCsYNolY6HiZFLKDh4qYPMkQ;@krox477;"I&#39;ll just shift to farming only job left to do after everything is automated";2024-04-17T17:31:23Z;0;;I'll just shift to farming only job left to do after everything is automated
UCK-8i-wNNkwxrFwlAPkawXw;@cashflowinvestor23;"Chat GPT and AI can be a tool, but it&#39;s a long way off from replacing tons of jobs imo. I ask AI to assist me with writing content for example. However, I NEVER copy and paste the AI generated content word for word, because it would be a complete garbage article (and Google is punishing this now with SEO). AI can most definitely be a helpful tool, but not a &quot;replace humans because it can do it better&quot; by any stretch. The way I look at AI is corporate ozempic. It gets rid of the bloat but the corporation obviously can&#39;t function without a solid human base to check the AI.";2024-04-17T15:55:14Z;0;;ChatGPT and AI can be a tool, but it.a long way off from replacing tons of jobs in my opinion. I ask AI to assist me with writing content for example. However, I NEVER copy and paste the AI generated content word for word, because it would be a complete garbage article and Google is punishing this now with SEO. AI can most definitely be a helpful tool, but not a replacement humans because it can do it better by any stretch. The way I look at AI is corporate Ozempic. It gets rid of the bloat, but the corporation obviously can't function without a solid human base to check the AI.
UCxIybtjf9q_8C89_-yCejDA;@zoeyanaqvi-zn7482;"Teachers also can&#39;t be replaced";2024-04-17T12:06:09Z;0;;Teachers also can't be replaced
UCgQ5Mza4_CJ-WRXisiA71Tw;@jemapelle_gargi;So...Not mine.;2024-04-17T04:56:08Z;0;;So... Not mine.
UCXnVHy--wsT7vbgz6-utdnw;@ilearn1298;Mine is. AI can never understand human physiology in Stock markets.;2024-04-17T04:39:15Z;0;;Mine is. AI can never understand human physiology in Stock markets.
UCmmID_qrzlZ7rj_iInAVVNg;@Prof-G.Richie92;"How about investing in AI based industries&#39; stock if any at all?";2024-04-16T17:50:23Z;0;;How about investing in AI based industries stock if any at all?
UCREgqSuYBm7uH_G1m14e_fg;@bartoszt.3190;1. Billionaires 2. False prophets 3. Tax avoiders;2024-04-16T12:11:23Z;0;;1. Billionaires 2. False prophets 3. Tax avoided
UC9mHaKYngeVtDIGr8zIQlng;@user-ov3nt4ll4d;"AI will be use by humans, so people that don&#39;t want to use are in danger.";2024-04-16T11:26:55Z;0;;AI will be used by humans, People that don't want to use are in danger.
UCGSypObY_1xXQUeaj2FLe7A;@empirelinkx9930;Jimmy Apples was fired for sure this time I guess;2024-04-16T10:51:48Z;0;;Jimmy Apples was fired for sure this time I guess
UCKi9ZFctAajqAyGeNkBJ8cg;@rahulsingh7508;"Can AI wash my bum after taking a dump so that I don&#39;t have to do it by myself? If not, then what&#39;s the use of AI?";2024-04-16T10:07:40Z;0;;Can AI wash my bum after taking a dump. That I don't have to do it by myself? If not, then what .the use of AI?
UChNMRxQPoqfA9_MsjGTTPQA;@dhruvshukla2389;Stop producing kids!!!!!;2024-04-16T08:39:56Z;0;;Stop producing kids!!!!!
UCmEG1Yq-uB3J1ucC4BcXIkA;@jasjotdhanjal5537;But which jobs?;2024-04-16T05:48:23Z;0;;But which jobs?
UCfVNbaXS2DSR4FUGR3f6ubQ;@NickDrinksWater;They took our jerbs!;2024-04-16T02:13:01Z;0;;They took our jobs!
UCVbA7lzfk3rG5MfClxj9VMQ;@rahulchakraborty9037;semiconductor industry?;2024-04-15T18:07:32Z;0;;Semiconductor industry?
UCSLwvhNXCW18i19HqbHcpDQ;@rayanjazz2910;This fast pace of technology i.e AI sucks... !!;2024-04-15T17:24:39Z;0;;This fast pace of technology i.e. AI sucks... !!
UCl8MpSYjPBQs81y2491yvJg;@s9ka972;Movie Artists particularly females . AI Heroines with perfect acting skill and significant hour glass figure will come;2024-04-15T14:40:25Z;0;UCsTzJ1tDA88xdDIfRdjDbvA;Movie Artists particularly females. AI Heroines with perfect acting skill and significant hour glass figure will come
UC7P9uorJDpf3VkmSqIPxWYA;@myshah4476;Bhrm me mat raho..ai ka phase hota hai..ai sab kuch take over kar lega.. slowly.. terrorist bhi ban sakta hai .they will be extremely dangerous;2024-04-15T18:41:10Z;0;UCsTzJ1tDA88xdDIfRdjDbvA;BRM me mat rah.artificial intelligence key phase hot HAI.artificial intelligence SAB such take over car legal. Slowly. Terrorist BHI ban Santa HAI .they will be extremely dangerous
UCl2b5AIzO1Yr2BehC24DMaw;@geordi-gabrielrenauddumoul449;Cope;2024-04-27T02:45:17Z;0;UCsTzJ1tDA88xdDIfRdjDbvA;Cope
UCdl8Hs0EzspUOfZf5BEUyYQ;@worchanshinglai5404;"Why don&#39;t u make video on  economy of WWE";2024-04-15T09:59:46Z;0;;Why don't you make video on economy of WWE
UCqfMEQzND2Gf03TSS2qv66A;@rosepainting8775;Just bring Universal Basic Income. People will start doing what they love.;2024-04-15T04:34:50Z;0;;Just bring Universal Basic Income. People will start doing what they love.
UCh-MgpdaQ0odh8XC4BvJo5Q;@Aussie-Assna-Spuds;Material science will never be replaced by AI.;2024-04-15T00:37:20Z;0;;Material science will never be replaced by AI.
UCXser5C_bfEoyDtQedJCMiA;@smetljesm2276;The safest one is politics;2024-04-14T21:41:32Z;0;;The safest one is politics
UCa3dqMNT4tjI1_cTpFHYkDw;@IrkyMan;Finding AI talent to fire them in 2 years;2024-04-14T19:51:03Z;0;;Finding AI talent to fire them in 2 years
UCivQOubia_c4acFAcAFTsRQ;@user-ve6fl6nr2q;I love this one:AI powered Jihadi Bots;2024-04-14T15:11:32Z;0;;I love this one AI powered Jihadi Bots
UCw2lNX7I__DaLjiss32I9zg;@rex-ov4bi;Prostitute cannot be replace with AI;2024-04-14T14:33:36Z;0;;Prostitute can not be replaced with AI
UC085T-6ZUuV1FxJGDItmDQw;@tomdoyle5720;FBG;2024-04-14T14:20:18Z;0;;FBG
UCp5hl4g1BngoEdFi4r1DdrQ;@SamYamn;the ai got sentient that was the information.;2024-04-14T13:49:50Z;0;;The artificial intelligence got sentient that was the information.
UCPqVBPZq36gTCqyBPCoRAUQ;@satyajitsipai7407;An AI wont be able to clean my bathroom;2024-04-14T13:23:52Z;0;;An AI will note able to clean my bathroom
UCL3h34UU6r1NDZVeqOiyMvw;@unmeshpatel3560;"AI will destroy more jobs than it&#39;d add up! Imagine";2024-04-14T13:17:47Z;0;;AI will destroy more jobs than it'd add up! Imagine
UCsj1SKLS2t9lmT4GdMUWm1g;@user-ti8de1fd1q;Sure iam a electrician;2024-04-14T13:13:25Z;0;;Sure I am an electrician
UC0gYoIBw5eNMNPctA7zOCRA;@millycyril7256;"He doesn&#39;t have any answers, he is just spooking you all with his stupidity.";2024-04-14T11:54:29Z;0;;He doesn't have any answers, he is just spooking you all with his stupidity.
UCqGDwIKFMAU0jMGmZcGz7BQ;@fab9037;Jobs related to energy would include electrician, welders etc. Biology would comprise of doctor, nurses, micro biologist and similar jobs. Last category would include AI programmers;2024-04-14T10:26:21Z;0;;Jobs related to energy would include electrician, welders etc. Biology would comprise doctor, nurses, microbiologist and similar jobs. Last category would include AI programmers
UCzu27GKl9zH5mLeX5l3YCrg;@hochangyaw4477;A language teaching robot may have already been made possible, but I doubt that there will be a robot teaching dialects anytime soon.;2024-04-14T10:16:19Z;0;;A language teaching robot may have already been made possible, but I doubt that there will be a robot teaching dialects anytime soon.
UCRjMO8AqjFpQU567C0puuvQ;@Nique3900;There are already AI apps on play Store that teach English;2024-04-19T04:47:02Z;0;UCzu27GKl9zH5mLeX5l3YCrg;There are already AI apps on play Store that teach English
UC0MtD6NHoB1yYR_f2csD2FA;@amalbanerjee1935;Nonsense and dumb reporting;2024-04-14T09:38:09Z;0;;Nonsense and dumb reporting
UC1TJXuoDT5SrsBQ1Qajfhzg;@kevingeorge5049;Make it faster;2024-04-14T07:43:24Z;0;;Make it faster
UCTtue7eWaLKCwWzxND8jokg;@testtest-co9hk;Hype HYpe and more Hype. Microsoft has vested interest in open ai and they have loaded their apps with ai so they would definitely support ai with these gloomy predictions.;2024-04-14T05:53:01Z;0;;Hype and more Hype. Microsoft has vested interest in open artificial intelligence, and they have loaded their apps with artificial intelligence. They would definitely support artificial intelligence with these gloomy predictions.
UCnEjFcJ-jiFrEf8Wj5ccajw;@umtatraining;"Humanoid drones, using AI, will almost certainly replace all &#39;human&#39; jobs, over a period of time.";2024-04-14T05:12:34Z;0;;Humanoid drones, using AI, will almost certainly replace all human jobs, over a period of time.
UCY8hUCKZ5hCrZThQQ12cbUg;@Zeon7510;"Can&#39;t photograph weddings if people don&#39;t have jobs to afford a wedding ya know. Indirectly impacted.";2024-04-30T17:06:50Z;0;UC6IkfsyquLuxGXrx9qALs_w;Can't photograph weddings if people don't have jobs to afford a wedding ya know. Indirectly impacted.
UCrGq0mDb3bsqGy_j6et-ViA;@SolomonSunder;You might get affected by people with AI assisted tools. Imagine there is a system which tells where to place the camera, and takes pictures automatically based on pose etc. It would be a cut in manpower and make money. My colleague had a self picture tool with high res for birthday parties. He only gave the equipment + software on rent.;2024-04-30T20:46:42Z;0;UC6IkfsyquLuxGXrx9qALs_w;You might get affected by people with AI assisted tools. Imagine there is a system which tells where to place the camera, and takes pictures automatically based on pose etc. It would be a cut in manpower and make money. My colleague had a self picture tool with high-res for birthday parties. He only gave the equipment software on rent.
UCZEVKBaD5joidLC6wG_dY2w;@debashisraykarmakar836;The most safe job now is to developer for AI;2024-04-14T04:04:26Z;0;;The most safe job now is to developer for AI
UCoJ91S2KV3_iaw1ZpFqM6GA;@anandpaulraj8094;Waiting for AI to replace my job and my bosses job!;2024-04-14T01:35:27Z;0;;Waiting for AI to replace my job and my bosses job!
UCvOPJGATFQbKTKMjWGX0FOA;@collins1231;AI will bring more jobs. Gates is a scam;2024-04-13T20:44:43Z;0;;AI will bring more jobs. Gates is a scam
UCh48rsA8qr6ige8iYGXkoRQ;@tentimesful;in programing I liked when intellisence gave me by tab to writedown the long method name and also when I write alot of lines to put in a method with the variables names copied to finish that method of the lines i have written to reuse it in other methods again lol is nice.... but my strongest factor is write in google the functions I need in words and voila they bring the methods scrambled but I can copy it and paste it and make it 10 times bigger in the program I need, let alone the programs I wrote to fit in to my program I need by copying paste in another program I need to make with minor adjustments lol... p.s I can read super fast for information I need and exclude false information...;2024-04-13T19:08:35Z;0;;In programing, I liked when intelligence gave me by tab to write down the long method name and also when I write a lot of lines to put in a method with the variables names copied to finish that method of the lines I have written to reuse it in other methods again laugh out loud is nice.... but my strongest factor is written in google the functions I need in words and voilà they bring the methods scrambled, but I can copy it and paste it and make it 10 times bigger in the program I need, let alone the programs I wrote to fit in to my program I need by copying paste in another program I need to make with minor adjustments laugh out loud... p. I can read superfast for information I need and exclude false information...
UCLJFaaJGTbJKIPoAreQO5_Q;@alokrgit123;It will take almost 10 years for AI to replace people plus you need more AI engineers who can develop and train deepmap and neural networks these journalist just show half baked information just one logic they no fear and panic sells good.;2024-04-13T18:51:30Z;0;;It will take almost 10 years for AI to replace people plus you need more AI engineers who can develop and train DeepMap and neural networks this journalist just show half-baked information just one logic they no fear and panic sells good.
UC6xttWeapwUMSO-jJdghLgQ;@princejain8;"AI  mostly gives right answer.<br>But I always agree and support my boss&#39;s decision right or wrong.<br><br>So AI can never replace me.";2024-04-13T16:23:09Z;0;;AI mostly gives right answer. But I always agree and support my boss.decision right or wrong. So AI can never replace me.
UCSx9efuB2EJ15w66zrfxXBQ;@trip_t2122;Also sports;2024-04-24T16:08:05Z;0;UCjlWpSGF5VQRtNQDaCtDDbw;Also sports
UCmu9D15flBTYDzCAkCmXCpg;@MrAnvith1993;I am telling you the world would be a much depressed place where its AI who lack emotions running the world.;2024-04-13T11:06:29Z;0;;I am telling you the world would be a much depressed place where it is AI who lack emotions running the world.
UCXnoV1T2Z-iXdL4yjuqQxOQ;@SapphireTvYt;And farmers;2024-04-13T10:33:15Z;0;;And farmers
UC2V74i3H2VBeOx7UVDUiR_Q;@nageshtagadur;all our jobs are in jeopardy,.. only the bars, redlight areas are safe,.. because the salaries for state government ,... come from there,... during covid,... we have seen it,...!;2024-04-13T09:12:53Z;0;;All our jobs are in jeopardy,. Only the bars, relight areas are safe,. Because the salaries for state government, ... come from there, ... during covid, ... we have seen it, ...!
UCzHLf2targV65N3kjCxVpMw;@ericking2611;Lovemom;2024-04-13T08:45:49Z;0;;Love mom
UCAHE3Yqt5-EEmzKcR4ok0Sw;@tinaing2374;Is your recession Al.proof?;2024-04-13T08:18:17Z;0;;Is your recession Al. Proof?
UCsP_u6jQ-PTXTZ0hXzS4MVQ;@appukuttan3006;I dont think so  it can happen before a year;2024-04-17T04:18:32Z;0;UC7OD5ldvfnQfspSQCuLon1Q;I do not think. It can happen before a year
UCosMi9bvsfSx_ISyriOiadw;@Roushan-xg1dv;"Tm kitna bada bala popat bana rahe hu sab ko kud bhi hu hu ,u don&#39;t know  any thing about al jake saerch kero sky net Nevada chat gtp , copilot , dekhu to aage aage kya huta , aisa lagta tere pass koi bhi basic knowledge  nahi hai ,islia fault ka baat kerta tm i am engineering  itne bade bade you tuber jiske 5 million  subscriber  hai jo dar rahe al se even bo kud codings  kerte hai ,or tm hu ek manah jisko kuch bhi nahi pata hai";2024-04-17T10:34:30Z;0;UC7OD5ldvfnQfspSQCuLon1Q;Tm kidney bad ball Popeye band race HU SAB KO mud BHI hu, you don't know anything about all Jake search hero sky net Nevada chat GTP, copilot, Delhi to aage Kay hut, Asia LEGTA tier pass KOI BHI basic knowledge Nazi HAI, ilia fault key beat Berta TM I am engineering ITN bade YouTuber like 5 million subscriber HAI Jo DAR race all. Even Beau mud codings were HAI, or TM HU EK MANA risk such BHI Nazi data HAI
UC8xEkmLLqjVIAVUX_r_7Rdw;@raishunil5468;India will lead AI revolution in next 3 years. India will rule the AI sector.;2024-04-13T06:32:15Z;0;;India will lead AI revolution in next 3 years. India will rule the AI sector.
UCGiEbolvviNVcFUpnALlmUA;@MededSmith;Cant wait for AI to do my brain surgery;2024-04-13T06:31:42Z;0;;Can not wait for AI to do my brain surgery
UCM8YAiQtw3z5zVDh8JTwaYg;@lelin4732;"Those twerking &quot;fan only&quot; superstars are immune to every AI forever. Mens always suffer it&#39;s an universal fact";2024-04-13T06:23:02Z;0;;Those twerking fan only superstars are immune to every AI forever. Men always suffer it .a universal fact
UCjI37tZjrZ5Up16OvEUKhYw;@ambivertical;The CEO?;2024-04-17T05:04:40Z;0;UCK_0ZwYQYmiKG45OC05lDpg;The CEO?
UClZ2bAePjdJ3Y81cwVAaHOw;@pesgamer00;"This is why I&#39;m learning AI and Machine Learning instead of traditional programming.";2024-04-13T05:56:17Z;0;;This is why I'm learning AI and Machine Learning instead of traditional programming.
UCaRuVFSP1MaMEqPXs1qMN_g;@mithunshet5922;There will be a model in future to create AI models too..;2024-04-13T05:40:00Z;0;;There will be a model in future to create AI models too.
UCiSYCrARGvZ14vK2vouA4zw;@worldnews1545;"Why everyone is crying on ai.  Are you all guys relying on software jobs ? There are 200+ different job titles which pay huge salaries... And why are people very much bothered about ai.. nothing to worry atleast for about 200 years.. because in 1900 tech was so good..  everyone assumed we will do intergalactic travel.. by 2020...  Today my foot.. humans lost creativity.. and creativity is no more... Rules regulations killed everything.... It&#39;s unlikely that ai will be employed everywhere... Soon rules will come to remove ai completely from existence...  History is proof..  all problems are just temporary...";2024-04-13T05:38:42Z;0;;Why everyone is crying on artificial intelligence. Are you all guys relying on software jobs ? There are 200 different job titles which pay huge salaries... And why are people very much bothered about artificial intelligence. Nothing to worry at least for about 200 years. Because in 1900 tech was. Good. Everyone assumed we will do intergalactic travel. By 2020... Today my foot. Humans lost creativity. And creativity is no more... Rules regulations killed everything.... It.unlikely that artificial intelligence will be employed everywhere... Soon rules will come to remove artificial intelligence completely from existence... History is proof. All problems are just temporary...
UClz1ckLGCJ3kT_KgxmuVDCg;@polyteky;can you list some from the 200+;2024-04-13T14:59:18Z;0;UCiSYCrARGvZ14vK2vouA4zw;Can you list some from the 200
UCtMFjxrk9tmCHRi1CsKz54A;@stanleymaxon;As a beginner what do I need to do? How can I invest, on which platform? If you know any please share.;2024-04-13T04:45:38Z;0;UC3DQao8Q94gxF8uREuA8f8w;As a beginner what do I need to do? How can I invest, on which platform? If you know any please share.
UCxQNrXeBUEiLja7lOOB8XAQ;@ashishsharma4853;Pakode yojna;2024-04-13T04:30:47Z;0;;Parade young
UCsJCI0J7YuaaHIA1PytZeCg;@jdsheleg8332;I want to see a drone with AI delivering dog food and water to a front door.;2024-04-13T03:49:14Z;0;;I want to see a drone with AI delivering dog food and water to a front door.
