id;name;text;time;likes;reply
UC-Fcz9okyRt6EV3rc2T9GzA;@netizencapet;"Cut irritating &amp; superfluous introduction &amp; just start with review of research source. Cut out annoying caveats by saying them more quickly or obliquely.";2024-03-27T18:02:19Z;0;
UCTB15ZXkiX-mcC48tKpROlA;@deadplex3995;Guys the thing is if jobs are getting lost means they have a cheaper and better replacement for humans but WE can also utilise this opportunity can’t we? It will be so eay to create new functioning companies quickly and cheaply and so on;2024-03-27T17:04:25Z;0;
UCEcYLPpAE0ZMPluyQG1g03g;@albertwesker2k24;None;2024-03-27T00:22:58Z;0;
UCXzxFnO6Ab_Bup4xqua5H5g;@thegladiator1104;Thanks to allah that i find a good YouTube channel.<br>Finally❤;2024-03-27T00:08:04Z;0;
UClolaOuM90XPAEMTgUhl3pg;@atharvapotdar5560;What will happen if everybody us going to study and make career in AI ML;2024-03-26T15:03:23Z;0;
UCtVruM5Lm5sFWRSfno84AyA;@omen2667;Devin will replace maximum software engineers.;2024-03-25T18:45:17Z;0;
UCtVruM5Lm5sFWRSfno84AyA;@omen2667;The government needs to put limitations on technologies;2024-03-25T18:35:55Z;0;
UCxk6P8PsVpBIEnWQur6VHxQ;@catoftruth1044;"its a proof that the rich companies really dont care about humans at all, then why buy things from them <a href=""UCkszU2WH9gy1mb0dV-11UJg/W8IfY_bwAfiPq7IPvNCA2AU""></a>";2024-03-25T18:00:48Z;0;
UCieztAU_kO26qx4leyBXfEw;@AndruSchwarz;this gives me so much anxiety...;2024-03-25T15:29:06Z;0;
UCN0glIG6fI6Z9k8zHrbdJdw;@ayushnayak6138;hey can i get the list of all jobs by any chance. I need it for a project I am making.;2024-03-25T15:20:45Z;0;
UCN0glIG6fI6Z9k8zHrbdJdw;@ayushnayak6138;never mind I think its in the description.;2024-03-25T15:21:23Z;0;UCN0glIG6fI6Z9k8zHrbdJdw
UCDiXm4NUnJUuecai0PhczVQ;@heisenberg73215;Can you help me to get a data science job mam , maybe provide some resource through which i can land a job;2024-03-24T21:11:45Z;0;
UCnTPisY2tRmCKGfCvFpfnOg;@christopherdaffron8115;"A job that is sure to survive is the job where a human has their hand on the plug ready to pull it at a moment&#39;s notice.";2024-03-24T18:47:59Z;0;
UCcfsr5SpUGdN4dH8lNx26lg;@antonioa8869;I think that if you had asked gpt directly, you would have finished earlier, with more or less the same quality results.;2024-03-24T17:24:39Z;0;
UCSsFVredoVDFDeJOtYkP9jA;@Tedi652;"Most of them if not all. Ai won&#39;t be anywhere as impressive as people hype it up to be.";2024-03-24T12:57:57Z;0;
UCfX9UAAYxuIHilxnvNh8zEw;@magdalenaszulc8997;I m software developer and look to what area change due to fear of ai replacing me completly and you recomending becoming software developer brought some hope;2024-03-24T08:38:56Z;0;
UCpbHupELY8SxDKU8aRnRA3Q;@fernandohiar9985;Just dont use chatgpt;2024-03-23T23:03:50Z;0;
UClZCFox49M0t0boH7r9fH5g;@_taxman_;I just hop I can retire soon to my little pod eating bug paste and live in the meta verse.;2024-03-23T19:04:14Z;0;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;Same;2024-03-24T00:04:25Z;0;UClZCFox49M0t0boH7r9fH5g
UCCaCmLXIGjeRsY2vbxbBZJA;@sudarshan3965;Job of politicians;2024-03-23T09:50:03Z;0;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;"don&#39;t watch then :)";2024-03-22T17:48:18Z;0;UCzTF-VQP2KlKs954g5VRL5A
UCkEYbakbf-cpi5Lx2GgcIQg;@MasonVeil;"@@TinaHuang1 So now YouTube&#39;s don&#39;t want comments?";2024-03-22T18:28:55Z;0;UCkEYbakbf-cpi5Lx2GgcIQg
UCkEYbakbf-cpi5Lx2GgcIQg;@MasonVeil;"And this is called the Luddite effect.<br>Which jobs will survive the camera?<br>Or the car. Or the computer!!<br>&quot;Make progress stop!&quot; said every Luddite before they got what was coming. Check a history book.";2024-03-22T15:23:12Z;0;
UCLX2b2OkyapZ7U_J_KmYDqw;@Isshe4808;Yes that is the type of job that we will see in the future most probably;2024-04-20T07:43:13Z;0;UCWvikBeBLzfomZBin-WUVXA
UCDoLpleEvLe_m4xV_vTQi4w;@kuraddohikari;Ah awesome :);2024-03-22T14:37:49Z;0;UCDoLpleEvLe_m4xV_vTQi4w
UCoCqzYqbEPoQYcz_tBq9zKA;@broken-doggo;Man...besides Ai, most companies started out sourcing people from other countries for cheap too...;2024-03-21T22:26:34Z;0;
UCLGRw7Qjo7v9_Mpw4Gy6yVQ;@flubberghosted2472;❤️❤️❤️💯💯💯👍👍👍;2024-03-21T22:02:13Z;0;
UC1jEROKYBvJzXjC1fqBjvwQ;@denisbhadani8199;High tech without high touch nothing 😅😅😅;2024-03-21T18:27:52Z;0;
UCDC52SqsJ_1d2kPWGqvve0Q;@mnothing1325;this youtube channel <br>Completely centered itself on capitalizing off of AI fear mongering. <br>The truth is that yes AI will take most easy jobs, but that does not mean EVERY job will be taken.<br>Also there will be new jobs and my favorite point, easier to start up businesses for the common person. <br>Someone with no tech expertise can now finally make a website in a couple days instead of paying someone else $10,000 to put it up.;2024-03-21T17:14:38Z;0;
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;when did I say every job was going to be taken?;2024-03-21T17:22:09Z;0;UCDC52SqsJ_1d2kPWGqvve0Q
UC0KjHBNGO2fez6BHbr8ws4Q;@pisky5067;if AI can become conscious we are *ucked;2024-03-21T15:52:27Z;0;
UCiZZClkDrEZUnN7ZsYiPFMg;@sfo3113;There couldn’t be a better fit and better transition to a video sponsor. 👏;2024-03-21T08:35:46Z;0;
UCu5wX-te51QfrG9MGvfW6LA;@gbxgbxgbx;"Also architects increasing rapidly? I&#39;m an architect - we are facing a prospect of AI involved heavily in BIM. Job positions will be lost. Your data is wrong.";2024-03-20T22:54:45Z;0;
UCWsX_0ZTpNzlYZN28uRUx9g;@chaii_latte;@@TinaHuang1 oh thank you very much!;2024-03-20T23:31:53Z;0;UCWsX_0ZTpNzlYZN28uRUx9g
UC2UXDak6o7rBm23k3Vv5dww;@TinaHuang1;mmmm I recommend watching the NVIDIA GTC keynote tbh;2024-03-20T23:00:43Z;0;UCu5wX-te51QfrG9MGvfW6LA
UCu5wX-te51QfrG9MGvfW6LA;@gbxgbxgbx;"​@@TinaHuang1 point is, even the current Boston Dynamics, as impressive as it is, is still not capable of fixing a variable thing, it would require a lot more precision as well as strenght and battery life. It might be capable software-wise soon. But in physical reality we are looking at at least 30-50 years for this to happen. I wouldn&#39;t think they would allow priceless humanoid prototypes out in the wild to fix the antennas very soon. We would need hundreds of them. That also means they would need to be cheap and reliable. Appreciate the approach in your work but still this is widely inaccurate due to flaws in data. I know it&#39;s hard to verify each position.";2024-03-20T23:32:17Z;0;UCu5wX-te51QfrG9MGvfW6LA
UCu5wX-te51QfrG9MGvfW6LA;@gbxgbxgbx;Security guards will loose jobs? What is this list about - year 2090?;2024-03-20T21:25:45Z;0;
UClKy0oIh18Qr1ap-XXukD5g;@skane3109;Biggest takeaway: ‘Focus on being good at self study’. This is foundational. Love your channel. Always great information, presented in fun and interesting ways. ❤;2024-03-20T18:39:57Z;0;
UCEdqWt87LQiRGGwJx1LqxgA;@happyandhealthy888;Take care of your look.;2024-03-20T13:21:48Z;0;
UCGPEKkUBEI-hNxbqjmmmDmA;@fahomenhera2820;"Bro, it&#39;s seriously stupid to find which job will be future proof. Why? Because this AI tech didn&#39;t already even got into our real world. We just don&#39;t have enough data to start predicting something. Don&#39;t be fool :?";2024-03-20T08:38:53Z;0;
UCNmuSkgiROpSWe2PVOiGdcw;@AngelVasquez-nw8zf;Not many;2024-03-19T14:59:27Z;0;
UCEjXgs3kZe6VtoQFBVePiCQ;@happyface27;I’m a gigolo! I think my job is safe;2024-03-18T12:58:13Z;0;
UCi92glO3W9gcr1btZRW5jmA;@steph_0817;How baout Radiologist Technician? Woill Ai have replace it?;2024-03-18T04:59:46Z;0;
UCX9Jwc2lv3C69uiFWxcietQ;@AlexanderBase2004;"Can I get a tl;dr? How safe am I as a full-stack developer?";2024-03-17T22:12:24Z;0;
UCXq_FEC1ij_ikeF6ErxpgIw;@cebmalna;Well structured video ❤ Thanks for sharing!;2024-03-17T18:54:52Z;0;
UCGkpcggCbmM6yHllvz0AoJA;@moodyteen2369;what about ui ux design?;2024-03-17T15:50:31Z;0;
UClxTkvBA_9xnLt6B3ezeoxA;@dietzwattson4242;Dont expect us to pay for rent and basic resources then  😅;2024-03-17T15:02:42Z;0;
UC8gvKnXOQJxqSK_qdl1QpAA;@MarvTube;"My first video, and it&#39;s awesome! ❤Love the delivery and content!";2024-03-17T05:37:29Z;0;
UCIOh1CDrytRNhZci8G14ImQ;@nyahhbinghi;???;2024-04-12T18:19:00Z;0;UC8gvKnXOQJxqSK_qdl1QpAA
UCOrP3ueoTXawDQZi0ukbO6g;@samueljosehenao8360;Lawyers can get replaced easily?;2024-03-17T00:48:21Z;0;
UCQudfx_i9HtWanODeDLkaqQ;@OGCUSH;mental health therapists should not be AI lmao;2024-03-16T18:08:39Z;0;
